row,name,mass,planetaryRadius,orbitalPeriod,discoveryYear
3304,Kepler-945 b,,0.235,31.0033814,2016
3305,Kepler-946 b,,0.172,11.79162572,2016
3306,Kepler-947 b,,0.203,26.9644317,2016
3307,Kepler-948 b,,0.165,7.76846622,2016
3308,Kepler-949 b,,0.26,8.6893073,2016
3309,Kepler-95 b,0.041,0.305,11.5231,2014
3310,Kepler-950 b,,0.801,98.7180406,2016
3311,Kepler-951 b,,0.499,71.52530845,2016
3312,Kepler-952 b,,0.682,130.3546919,2016
3313,Kepler-953 b,,0.315,88.4075,2012
3314,Kepler-953 c,,0.106,9.10967112,2016
3315,Kepler-954 b,,0.207,16.78176602,2016
3316,Kepler-955 b,,0.279,14.53244172,2016
3317,Kepler-956 b,,0.268,5.24867263,2016
3318,Kepler-957 b,,0.491,5.90741354,2016
3319,Kepler-958 b,,0.184,9.7678805,2016
3320,Kepler-959 b,,0.391,14.80074836,2016
3321,Kepler-96 b,0.027,0.238,16.2385,2014
3322,Kepler-960 b,,0.204,3.12686223,2016
3323,Kepler-961 b,,0.227,16.87727414,2016
3324,Kepler-962 b,,0.176,12.05707239,2016
3325,Kepler-963 b,,0.237,9.97683705,2016
3326,Kepler-964 b,,0.189,13.5225106,2016
3327,Kepler-965 b,,0.302,134.2527298,2016
3328,Kepler-966 b,,0.368,99.747622,2016
3329,Kepler-967 b,,0.21,13.22713379,2016
3330,Kepler-967 c,,0.326,198.7112502,2016
3331,Kepler-968 b,,0.178,3.69298373,2016
3332,Kepler-968 c,,0.151,5.70940492,2016
3333,Kepler-969 b,,0.185,34.1731714,2016
3334,Kepler-969 c,,0.088,1.6829346,2016
3335,Kepler-970 b,,0.247,16.73652231,2016
3336,Kepler-971 b,,0.19,9.59070716,2016
3337,Kepler-972 b,,0.415,7.03932553,2016
3338,Kepler-973 b,,0.175,49.6077331,2016
3339,Kepler-974 b,,0.14,4.19449651,2016
3340,Kepler-975 b,,0.132,1.97034246,2016
3341,Kepler-976 b,,0.353,105.9564148,2016
3342,Kepler-977 b,,0.234,26.85328322,2016
3343,Kepler-978 b,,0.267,49.6221509,2016
3344,Kepler-979 b,,0.243,8.0880135,2016
3345,Kepler-980 b,,0.238,11.55102504,2016
3346,Kepler-981 b,,0.206,4.46975774,2016
3347,Kepler-982 b,,0.201,15.7738221,2016
3348,Kepler-983 b,,0.211,60.0855082,2016
3349,Kepler-984 b,,0.189,43.0342272,2016
3350,Kepler-985 b,,0.266,116.331901,2016
3351,Kepler-986 b,,0.211,56.4349938,2016
3352,Kepler-987 b,,0.291,105.3033148,2016
3353,Kepler-988 b,,0.185,17.76080053,2016
3354,Kepler-989 b,,0.197,7.96431535,2016
3355,Kepler-990 b,,0.232,9.91723428,2016
3356,Kepler-990 c,,0.136,0.53835431,2016
3357,Kepler-991 b,,0.227,82.5342519,2016
3358,Kepler-992 b,,0.145,20.16034462,2016
3359,Kepler-993 b,,0.265,22.08557563,2016
3360,Kepler-994 b,,0.143,1.15116651,2016
3361,Kepler-995 b,,0.241,28.26731672,2016
3362,Kepler-996 b,,0.177,3.77059058,2016
3363,Kepler-997 b,,0.121,2.70730672,2016
3364,Kepler-998 b,,0.207,5.65377733,2016
3365,Kepler-999 b,,0.209,5.99185702,2016
3366,L2 Pup b,12,,,2016
3367,LHS 1140 b,0.0209,0.128,24.73712,2017
3368,LKCA 15 b,6,,40000,2011
3369,LP 358-499 b,0.0069,0.117,3.0712,2017
3370,LP 358-499 c,0.01,0.132,4.8679,2017
3371,LP 358-499 d,0.026,0.18,11.0234,2017
3372,LSR J1835,55,,,2017
3373,Lalande 21185 b,0.012,,9.8693,2017
3374,MASCARA-1 b,3.7,1.5,2.14878,2017
3375,MOA-2007-BLG-192L b,0.01,,,2008
3376,MOA-2007-BLG-197L b,41,,,2015
3377,MOA-2007-BLG-400L b,0.9,,,2008
3378,MOA-2008-BLG-310L b,0.23,,,2009
3379,MOA-2008-BLG-379L b,4.1,,,2013
3380,MOA-2009-BLG-266L b,0.0327,,2780,2010
3381,MOA-2009-BLG-319 b,0.157,,,2010
3382,MOA-2009-BLG-387L b,2.6,,1970,2011
3383,MOA-2010-BLG-117 b,0.51,,,2017
3384,MOA-2010-BLG-328L b,0.029,,,2013
3385,MOA-2010-BLG-353L b,0.27,,,2015
3386,MOA-2010-BLG-477L b,1.5,,,2012
3387,MOA-2011-BLG-028L b,0.094,,,2015
3388,MOA-2011-BLG-262L b,0.05663405,,,2013
3389,MOA-2011-BLG-274 b,0.8,,,2014
3390,MOA-2011-BLG-293L b,4.8,,,2012
3391,MOA-2011-BLG-322L b,7.8,,,2013
3392,MOA-2012-BLG-006 b,8.4,,,2017
3393,MOA-2012-BLG-505L b,6.7,,,2017
3394,MOA-2013-BLG-220L b,0.188780165,,,2014
3395,MOA-2013-BLG-605L b,0.066,,,2015
3396,MOA-2016-BLG-227L b,2.3,,,2017
3397,MOA-bin-1 b,3.7,,,2012
3398,NGC 2423 3 b,10.6,,714.3,2007
3399,NGC 4349 No 127 b,19.8,,677.8,2007
3400,NGTS-1 b,0.812,1.33,2.647298,2017
3401,NLTT 41135,33.7,1.13,2.889475,2010
3402,NN Ser (AB) c,6.91,,5660,2010
3403,NN Ser (AB) d,2.28,,2830,2009
3404,NY Vir b,2.78,,2987.745,2011
3405,NY Vir c,4.49,,9861.75,2011
3406,OGLE-2003-BLG-235L b,2.6,,,2004
3407,OGLE-2005-071L b,3.5,,3600,2005
3408,OGLE-2005-169L b,0.0444,,,2005
3409,OGLE-2005-390L b,0.017,,3500,2005
3410,OGLE-2006-109L b,0.727,,1790,2008
3411,OGLE-2006-109L c,0.271,,4931,2008
3412,OGLE-2007-BLG-349(AB) b,0.25,,,2016
3413,OGLE-2007-BLG-368L b,0.0694,,,2008
3414,OGLE-2008-BLG-092L b,0.18,,,2014
3415,OGLE-2008-BLG-355L b,4.6,,,2014
3416,OGLE-2009-BLG-151L b,7.5,,,2013
3417,OGLE-2011-BLG-0251L b,0.96,,,2012
3418,OGLE-2011-BLG-0265L b,0.88,,,2015
3419,OGLE-2011-BLG-0420L b,9.4,,,2013
3420,OGLE-2012-BLG-0026L b,0.11,,,2012
3421,OGLE-2012-BLG-0026L c,0.68,,,2012
3422,OGLE-2012-BLG-0358L b,1.85,,,2013
3423,OGLE-2012-BLG-0406L b,2.73,,,2013
3424,OGLE-2012-BLG-0563L b,0.39,,,2015
3425,OGLE-2012-BLG-0724L b,0.47,,,2016
3426,OGLE-2012-BLG-0950L b,0.11,,,2016
3427,OGLE-2013-BLG-0102L b,13.6,,,2014
3428,OGLE-2013-BLG-0132L b,0.29,,,2017
3429,OGLE-2013-BLG-0341L b,0.005222918,,,2014
3430,OGLE-2013-BLG-1721 b,0.64,,,2017
3431,OGLE-2013-BLG-1761L b,2.8,,,2017
3432,OGLE-2014-BLG-0124L b,0.64,,,2014
3433,OGLE-2014-BLG-0257L b,36,,,2016
3434,OGLE-2014-BLG-0676L b,3.09,,,2016
3435,OGLE-2014:BLG-1760L b,0.573,,,2016
3436,OGLE-2015-BLG-0051L b,0.72,,,2016
3437,OGLE-2015-BLG-0954L b,4.4,,,2016
3438,OGLE-2015-BLG-0966L b,0.066,,,2015
3439,OGLE-2015-BLG-1319L b,45,,,2016
3440,OGLE-2016-BLG-0613LAB b,4.18,,,2017
3441,OGLE-2016-BLG-0693L b,49,,,2017
3442,OGLE-2016-BLG-1112L b,31.7,,,2017
3443,OGLE-2016-BLG-1190L b,13.38,,1223.6,2017
3444,OGLE-2016-BLG-1195L b,0.0045,,,2017
3445,OGLE-2016-BLG-596L b,12.2,,,2016
3446,OGLE-2017-BLG-0173,9.08,,,2017
3447,OGLE-2017-BLG-1434L b,0.014,,,2018
3448,OGLE-GD-ECL-11388 b,12.5,,3250,2016
3449,OGLE-TR-10 b,0.68,1.72,3.10129,2004
3450,OGLE-TR-111 b,0.54,1.077,4.01451,2004
3451,OGLE-TR-113 b,1.24,1.11,1.4324772,2004
3452,OGLE-TR-132 b,1.17,1.23,1.689868,2004
3453,OGLE-TR-182 b,1.06,1.47,3.9791,2007
3454,OGLE-TR-211 b,0.75,1.26,3.67724,2007
3455,OGLE-TR-56 b,1.3,1.2,1.211909,2002
3456,OGLE2-TR-L9 b,4.34,1.614,2.4855335,2007
3457,OY Car b,8.48,,,2014
3458,POTS-1 b,2.31,0.941,3.1606296,2013
3459,PSR 0636 b,8,,0.067,2016
3460,PSR 1257 12 b,7.00E-05,,25.262,1992
3461,PSR 1257 12 c,0.013,,66.5419,1992
3462,PSR 1257 12 d,0.012,,98.2114,1992
3463,PSR 1719-14 b,1,0.4,0.090706293,2011
3464,PSR B0329+54 b,0.0062,,10139.34,2017
3465,PSR B0943+10 b,2.8,,730,2014
3466,PSR B0943+10 c,2.6,,1460,2014
3467,PSR B1620-26 b,2.5,,36525,2003
3468,PSR B1957+20 b,22,,0.38,1988
3469,PSR J1807-2459 A b,9.4,,0.07,2000
3470,PSR J2051-0827 b,28.3,,0.099110266,1996
3471,PSR J2241-5236 b,12,,0.14567224,2011
3472,PZ Tel b,62,,,2010
3473,Pr 0201 b,0.54,,4.4264,2012
3474,Pr 0211 b,1.88,,2.14609,2012
3475,Pr 0211 c,7.95,,5300,2016
3476,Proplyd 133-353,13,,,2016
3477,Proxima Cen b,0.004,,11.186,2016
3478,Qatar-1 b,1.33,1.18,1.42002504,2010
3479,Qatar-2 b,2.487,1.144,1.3371182,2011
3480,Qatar-3 b,4.31,1.096,2.5079204,2016
3481,Qatar-4 b,5.85,1.552,1.8053949,2016
3482,Qatar-5 b,4.32,1.107,2.8792319,2016
3483,Qatar-6 b,0.668,1.062,3.506189,2017
3484,ROXs 12 b,16,,,2013
3485,ROXs 42B b,9,2.5,,2013
3486,RR Cae b,4.2,,4350,2012
3487,Ross 128 b,0.0044,,9.8658,2017
3488,Ross 458 (AB) c,11.3,1.07,,2010
3489,SAND 364 b,1.54,,121.71,2014
3490,SDSS J1110+0116,11,1.18,,2015
3491,SIMP0136+0933,12.7,,,2017
3492,SR 12 AB c,13,,,2011
3493,SWEEPS-04 ,3.8,0.81,4.2,2006
3494,SWEEPS-11 ,9.7,1.13,1.796,2006
3495,TAP 26 b,1.73,,10.91,2017
3496,TRAPPIST-1 b,0.0027,0.09689,1.51087081,2016
3497,TRAPPIST-1 c,0.00434,0.09421,2.4218233,2016
3498,TRAPPIST-1 d,0.0013,0.0689,4.04961,2016
3499,TRAPPIST-1 e,0.002,0.0819,6.099615,2017
3500,TRAPPIST-1 f,0.0021,0.09323,9.20669,2017
3501,TRAPPIST-1 g,0.00422,0.1005,12.35294,2017
3502,TRAPPIST-1 h,,0.0674,20,2017
3503,TWA 5 A (AB) b,25,,,2009
3504,TYC 3318-01333-1 b,3.42,,562,2018
3505,TYC 4282-605-1 b,10.78,,101.54,2017
3506,TYC+1422-614-1 b,2.51,,198.44,2014
3507,TYC+1422-614-1 c,10.1,,569.2,2014
3508,TYC-3667-1280-1 b,5.4,,26.468,2016
3509,Teide 1,54,,,1995
3510,TrES-1 ,0.761,1.099,3.0300722,2004
3511,TrES-2 ,1.253,1.189,2.470613374,2006
3512,TrES-3 ,1.91,1.305,1.30618608,2007
3513,TrES-4 ,0.917,1.706,3.5539268,2007
3514,TrES-5 ,1.778,1.209,1.4822446,2011
3515,USco1602-2401 b,47,,,2013
3516,USco1610-1913 b,20,,,2013
3517,USco1612-1800 b,26,,,2013
3518,UScoCTIO 108 b,14,,,2007
3519,UZ For (AB) d,7.7,,1900,2011
3520,V2051 Oph b,7.3,,,2015
3521,V391 Peg b,3.2,,1170,2007
3522,V396 Hya b,18.3,,,2016
3523,V830 Tau b,0.77,,4.93,2016
3524,VHS 1256-1257 b,11.2,,,2015
3525,WASP-1 b,0.86,1.484,2.5199464,2006
3526,WASP-10 b,3.16,1.08,3.0927616,2008
3527,WASP-100 b,2.03,1.69,2.849375,2013
3528,WASP-101 b,0.5,1.41,3.585722,2013
3529,WASP-102 b,0.624,1.259,2.709813,2016
3530,WASP-103 b,1.49,1.528,0.925542,2014
3531,WASP-104 b,1.272,1.137,1.7554137,2014
3532,WASP-105 b,1.8,0.96,7.87288,2017
3533,WASP-106 b,1.925,1.085,9.289715,2014
3534,WASP-107 b,0.12,0.94,5.72149,2017
3535,WASP-108 b,1.167,1.215,2.6755463,2014
3536,WASP-109 b,0.91,1.443,3.3190233,2014
3537,WASP-11-HAT-P-10 b,0.46,1.045,3.722469,2008
3538,WASP-110 b,0.515,1.238,3.7783977,2014
3539,WASP-111 b,1.85,1.442,2.310965,2014
3540,WASP-112 b,0.88,1.191,3.0353992,2014
3541,WASP-113 b,0.475,1.409,4.542168745,2016
3542,WASP-114 b,1.769,1.339,1.5487743,2016
3543,WASP-117 b,0.2755,1.021,10.02165,2014
3544,WASP-118 b,0.514,1.44,4.0460435,2016
3545,WASP-119 b,1.23,1.4,2.49979,2016
3546,WASP-12 b,1.404,1.736,1.0914222,2008
3547,WASP-120 b,5.06,1.515,3.6112706,2015
3548,WASP-121 b,1.184,1.865,1.2749255,2015
3549,WASP-122 b,1.401,1.792,1.7100567,2015
3550,WASP-123 b,0.92,1.327,2.977641,2015
3551,WASP-124 b,0.6,1.24,3.37265,2016
3552,WASP-126 b,0.28,0.96,3.2888,2016
3553,WASP-127 b,0.18,1.37,4.178062,2016
3554,WASP-129 b,1,0.93,5.748145,2016
3555,WASP-13 b,0.485,1.365,4.353011,2008
3556,WASP-130 b,1.23,0.89,11.55098,2016
3557,WASP-131 b,0.27,1.22,5.322023,2016
3558,WASP-132 b,0.41,0.87,7.133521,2016
3559,WASP-133 b,1.16,1.21,2.176423,2016
3560,WASP-135 b,1.9,1.3,1.4013794,2015
3561,WASP-136 b,1.51,1.38,5.215357,2016
3562,WASP-138 b,1.22,,3.634433,2016
3563,WASP-139 b,0.117,0.8,5.924262,2016
3564,WASP-14 b,7.341,1.281,2.2437661,2008
3565,WASP-140 b,2.44,1.44,2.2359835,2016
3566,WASP-141 b,2.69,1.21,3.310651,2016
3567,WASP-142 b,0.84,1.53,2.052868,2016
3568,WASP-15 b,0.542,1.428,3.7520656,2008
3569,WASP-151 b,0.31,1.13,4.533471,2017
3570,WASP-153 b,0.39,1.55,3.332609,2017
3571,WASP-156 b,0.128,0.51,3.836169,2017
3572,WASP-157 b,0.576,1.045,3.9516205,2016
3573,WASP-16 b,0.855,1.008,3.1186009,2009
3574,WASP-167 b,8,1.51,2.0219591,2017
3575,WASP-17 b,0.486,1.991,3.735438,2009
3576,WASP-18 b,10.43,1.165,0.9414518,2009
3577,WASP-19 b,1.114,1.395,0.78884,2009
3578,WASP-2 b,0.847,1.079,2.15222144,2006
3579,WASP-20 b,0.313,1.459,4.8996285,2011
3580,WASP-21 b,0.3,1.21,4.3225126,2010
3581,WASP-22 b,0.617,1.199,3.5327313,2010
3582,WASP-23 b,0.884,0.962,2.9444256,2010
3583,WASP-24 b,1.071,1.3,2.3412127,2010
3584,WASP-25 b,0.58,1.26,3.76483,2010
3585,WASP-26 b,1.028,1.281,2.7566004,2010
3586,WASP-28 b,0.907,1.213,3.40883,2010
3587,WASP-29 b,0.242897146,0.841289752,3.922727,2010
3588,WASP-3 b,2.06,1.454,1.8468372,2007
3589,WASP-31 b,0.478,1.537,3.405909,2010
3590,WASP-32 b,3.6,1.18,2.71865,2010
3591,WASP-33 b,2.1,1.603,1.21986967,2010
3592,WASP-34 b,0.59,1.22,4.3176782,2010
3593,WASP-35 b,0.72,1.32,3.161575,2011
3594,WASP-36 b,2.279,1.269,1.5373653,2010
3595,WASP-37 b,1.8,1.16,3.577471,2010
3596,WASP-38 b,2.712,1.079,6.871815,2010
3597,WASP-39 b,0.28,1.27,4.055259,2011
3598,WASP-4 b,1.237,1.395,1.33823187,2007
3599,WASP-41 b,0.94,1.18,3.052404,2010
3600,WASP-41 c,3.18,,421,2015
3601,WASP-42 b,0.5,1.08,4.9816872,2011
3602,WASP-43 b,2.052,1.036,0.81347753,2011
3603,WASP-44 b,0.889,1.14,2.4238039,2011
3604,WASP-45 b,1.007,1.16,3.1260876,2011
3605,WASP-46 b,2.101,1.31,1.43037,2011
3606,WASP-47 b,1.13,1.17,4.15912,2011
3607,WASP-47 c,1.31,,596,2015
3608,WASP-47 d,0.0428,0.331,9.0304,2015
3609,WASP-47 e,0.029,0.167,0.78961,2015
3610,WASP-48 b,0.98,1.67,2.143634,2011
3611,WASP-49 b,0.378,1.115,2.7817387,2011
3612,WASP-5 b,1.637,1.171,1.6284246,2007
3613,WASP-50 b,1.437,1.138,1.9550959,2011
3614,WASP-52 b,0.46,1.27,1.7497798,2011
3615,WASP-53 b,2.132,1.074,3.3098443,2011
3616,WASP-53 c,16.35,,2840,2016
3617,WASP-54 b,0.6,1.4,3.7,2011
3618,WASP-55 b,0.57,1.3,4.465633,2011
3619,WASP-56 b,0.6,1.2,4.6,2011
3620,WASP-57 b,0.8,1.1,2.8,2011
3621,WASP-58 b,0.89,1.37,5.01718,2011
3622,WASP-59 b,0.7,0.9,7.9,2011
3623,WASP-6 b,0.503,1.224,3.361006,2008
3624,WASP-60 b,0.5,0.9,4.3,2011
3625,WASP-61 b,2.06,1.24,3.8559,2011
3626,WASP-62 b,0.57,1.39,4.411953,2011
3627,WASP-63 b,0.38,1.43,4.37809,2011
3628,WASP-64 b,1.2,0.7,1.6,2011
3629,WASP-65 b,1.55,1.112,2.3114243,2011
3630,WASP-66 b,2.32,1.39,4.086052,2011
3631,WASP-67 b,0.42,1.4,4.61442,2011
3632,WASP-68 b,0.95,1.24,5.084298,2011
3633,WASP-69 b,0.26,1.057,3.8681382,2011
3634,WASP-7 b,0.96,1.33,4.9546416,2008
3635,WASP-70 A b,0.59,1.164,3.7130203,2011
3636,WASP-71 b,2.258,1.5,2.9036747,2012
3637,WASP-72 b,1.461,1.27,2.2167421,2013
3638,WASP-73 b,1.88,1.16,4.08722,2013
3639,WASP-74 b,0.97,1.56,2.13775,2014
3640,WASP-75 b,1.07,1.27,2.484193,2013
3641,WASP-76 b,0.92,1.83,1.809886,2013
3642,WASP-77 A b,1.76,1.21,1.3600309,2012
3643,WASP-78 b,1.16,1.75,2.17517656,2012
3644,WASP-79 b,0.9,1.7,3.6623817,2012
3645,WASP-8 b,2.244,1.038,8.158715,2008
3646,WASP-80 b,0.554,0.952,3.0678504,2013
3647,WASP-81 b,0.729,1.429,2.7164762,2016
3648,WASP-81 c,56.6,,1297,2016
3649,WASP-82 b,1.24,1.67,2.705782,2013
3650,WASP-83 b,0.3,1.04,4.071252,2014
3651,WASP-84 b,0.694,0.942,8.5234865,2013
3652,WASP-85 b,1.265,1.24,2.6556777,2014
3653,WASP-86 b,0.821,0.632,5.031555,2016
3654,WASP-87 A b,2.21,1.385,1.682795,2014
3655,WASP-88 b,0.56,1.7,4.954,2013
3656,WASP-89 b,5.9,1.04,3.3564227,2014
3657,WASP-90 b,0.63,1.63,3.916243,2013
3658,WASP-91 b,1.34,1.03,1.798581,2017
3659,WASP-92 b,0.805,1.461,2.1746742,2016
3660,WASP-93 b,1.47,1.597,2.7325321,2016
3661,WASP-94 A b,0.452,1.72,3.9501907,2014
3662,WASP-94 B b,0.618,,2.00839,2014
3663,WASP-95 b,1.13,1.21,2.184673,2013
3664,WASP-96 b,0.48,1.2,3.4252602,2013
3665,WASP-97 b,1.32,1.13,2.07276,2013
3666,WASP-98 b,0.83,1.1,2.96264,2013
3667,WASP-99 b,2.78,1.1,5.75251,2013
3668,WD 0806-661 B b,8,,,2011
3669,WD 1145+017 b,2.10E-06,,0.1875,2015
3670,WISE 0458+6434 b,13,1.009,25800,2011
3671,WISE 0855-0714,6,,,2014
3672,WISE 1217+16 A b,22,0.96,47400,2012
3673,WISE 1711+3500 b,18,,125000,2012
3674,WISE 1828+2650,10.25,,,2011
3675,WISE J0720-0846,62,,1388,2014
3676,WTS-1 b,4.01,1.49,3.352059,2012
3677,WTS-2 b,1.12,1.3,1.0187074,2013
3678,Wolf 1061 b,0.00601,,4.8869,2015
3679,Wolf 1061 c,0.0107,,17.8719,2015
3680,Wolf 1061 d,0.0242,,217.21,2015
3681,XO-1 b,0.9,1.184,3.9415128,2006
3682,XO-2N b,0.62,0.973,2.615838,2007
3683,XO-2S b,0.259,,18.157,2014
3684,XO-2S c,1.37,,120.8,2014
3685,XO-3 b,11.79,1.217,3.1915239,2007
3686,XO-4 b,1.616,1.317,4.12473,2008
3687,XO-5 b,1.077,1.03,4.1877537,2008
3688,XO-6 b,1.9,2.07,3.7650007,2016
3689,YBP1194 b,0.34,,6.958,2014
3690,YBP1514 b,0.4,,5.118,2014
3691,YBP401 b,0.46,,4.087,2016
3692,YZ Cet b,0.0024,,1.96876,2017
3693,YZ Cet c,0.0031,,3.06008,2017
3694,YZ Cet d,0.00359,,4.65627,2017
3695,alf Ari b,1.8,,380.8,2011
3696,alf Cen B b,0.0036,,3.2357,2012
3697,beta Cir b,56,,,2015
3698,beta Cnc b,7.8,,605.2,2014
3699,beta Pic b,7,1.65,13288,2008
3700,beta Umi b,6.1,,522.3,2014
3701,eps CrB b,6.7,,417.9,2012
3702,eps Eridani b,3.09,,2502,2000
3703,eps Tau b,7.34,,594.9,2007
3704,eta Cet b,2.55,,403.5,2014
3705,eta Cet c,3.32,,751.9,2014
3706,gamma 1 Leo b,63.9,,428.5,2009
3707,gamma Cephei b,11.1,,903.3,2003
3708,kappa And b,14,1.2,,2013
3709,kappa CrB b,1.6,,1251,2007
3710,kepler-80 g,,0.101,14.64558,2017
3711,ksi Aql b,2.02,,136.75,2008
3712,mu Ara b,1.676,,643.25,2000
3713,mu Ara c,0.03321,,9.6386,2004
3714,mu Ara d,0.5219,,310.55,2004
3715,mu Ara e,1.814,,4205.8,2006
3716,mu Leo b,2.4,,357.8,2014
3717,nu Oph b,24,,530.32,2004
3718,nu Oph c,27,,3186,2010
3719,ome Ser b,1.7,,277.02,2013
3720,omi CrB b,1.5,,187.3,2012
3721,omi UMa b,4.1,,1630,2012
3722,sig Per b,6.5,,579.8,2014
3723,tau Boo b,5.84,1.06,3.31249,1996
3724,tau Cet e,0.0124,,162.87,2012
3725,tau Cet f,0.0124,,636.13,2012
3726,tau Cet g,0.00551,,20,2017
3727,tau Cet h,0.00576,,49.41,2017
3728,tau Gem b,20.6,,305.5,2004
3729,ups And b,0.62,,4.61711,1996
3730,ups And c,9.1,,240.937,1999
3731,ups And d,23.58,,1281.439,1999
3732,ups And e,1.059,,3848.86,2010
